,title,description,video_id
1065,How to Purl Stitch (p) in Knitting,"In this video I show you how to knit the purl stitch, known as p in patterns. Remember to keep your yarn at the front when working this stitch. I am so excited to get ...",bbtnjHrb_Hg
1066,BUBBLE Knit Stitch Pattern,"NEW HERE? PLEASE SUBSCRIBE ▻ http://bit.ly/subscribe-SK This bubbly knitting pattern, with a simple repeat of 12 rows, it is super easy to memorize.",QySkiceyK2A
1067,CWA knitting competition (1971) | RetroFocus,Tension increases as the 7 top knitters in the land prepare their needles for combat. This Day Tonight aired this story on 20 April 1971 #knitting For more from ...,wIFvvwsRTCA
1068,Brioche Stitch on the Knitting Machine,Here's a quick tutorial on making brioche stitches on the knitting machine. Known as tuck stitches to machine knitters - this stitch could well have been invented ...,vUQCqTvXwVI
1069,The Knitting Broomstick: VLOGMAS 2018 Intro,Thank you for watching! Blog: www.theknittingbroomstick.blogspot.com Etsy shop: www.etsy.com/shop/KnittingBroomstick Instagram: @veganjilly and ...,5XMT7PjznxY
1070,KNIT STITCH PATTERNS FOR BEGINNERS ► Day 12 Absolute Beginner Knitting Series,NEW HERE? PLEASE SUBSCRIBE ▻ http://bit.ly/subscribe-SK JOIN MY EMAIL LIST for PLANNER ▻ http://eepurl.com/c1hcov Enjoy my free collection of ...,fmCozKzS2LA
1071,The Last Knit,When knitting becomes an obsession. Directed by Laura Neuvonen Country Finland Year of Production 2005 Running Time 7 minutes.,M6ZjMWLqJvM
1072,A revolutionary knitting machine | DW English,"Design a piece of clothing on the screen, press the ""knit"" button, sit back, and relax. The ""Kniterate"" machine will make knitting a whole lot easier.",v_XQotEmX0g
1073,KNITTING TUTORIAL - MUG HOLDER,SUBSCRIBE so you never miss a video tutorial: http://bit.ly/2cZPMhG Go to my BLOG for more info: http://www.theiknits.com/2012/12/cozy-mug-holder.html This ...,gGgmqHVyBsM
1074,Stranded Knitting Worked Flat RS Rows,"Note- Do as I do, not as I say - Dominant color left hand, non-dominant color right hand. How to work stranded knitting flat, catching floats and managing edge ...",po8WiBwVicg
1075,Learning to Knit!,I got bored so I decided to learn how to knit..uh..it went great! The color of yarn is gray..just Walmart shade gray 🤷    ♂️,oXRj7RSgoN4
1076,Learn to Knit: Knitting Cables,"Getting started knitting guide: http://bit.ly/1sCTul5 Learn to work cables, a more intermediate skill used in a variety of projects especially garments! Follow Us for ...",PGMaH3QXcWs
1077,UNBOXING ❤︎ KnitCrate Box Nov 2018 ❤︎ knitting ILove,KnitCrate Boxes - - - check what else they have ↓↓↓ 20% off code for your first box check it out - KIL20 - affiliate link: http://mbsy.co/gztwg KnitCrate Ravelry ...,7Xzy6d8MswM
1078,How to Knit Traveling Jogless Stripes in the Round,For written instructions and photos please visit: http://newstitchaday.com/traveling-jogless-stripe/ This video knitting tutorial will help you learn how to knit a ...,qoZnPXYFijo
1079,Knitting a Scarf: How to Knit the Ultimate Scarf!,"Making a scarf is probably the first thing you want to do once you learn how to knit, so in this video you'll learn how to knit and how to knit your own scarf. I shove ...",cM1WOmkyDqY
1080,HOW TO FINGER KNIT FOR BEGINNERS / FINGER KNITTING/ TUTORIAL PART TWO,Finger Knitting for beginners - Basic guide for learners How to finish - Video 2 This video will show you how to finish your finger knitting project. I will show you ...,MDjlRGGEqnU
1081,LOOM KNITTING STITCHES Three Step Stitch on a Round Loom,Loom knit stitch - Three Step Stitch by Zoe MacLean. Easy to do lace stitch for any loom . Easy step by step knitting for beginners. To Purchase the Loom: ...,VnH3s2PnjmA
1082,Speed Knitting: How To Speed Knit and Speed Purl,Twitter: @RJ_Knits Email: knittingknitwit@gmail.com Word of the day: Yippee-skippy Learning to speed knit can make knitting even more of a thrill. I'll be ...,SIzuKBuJkZw
1083,Kristy Glass Knits: KD Gecko Knits,Karen started a youtube channel!!! Check it out: https://www.youtube.com/watch?v=TXZpYhu1RJc Instagram: kdgeckoknits Follow Me: Instagram: ...,Sq7mBpA04HY
1084,Loom Knitting Chat With Me!,In this video I share some of my favorite loom knitting products. Please know that what I share in this video is my opinion and I understand that everyone has their ...,octuTzbBq5I
1085,Knitting Help - Russian Bind-Off,"To work the Russian Bind-Off: 1. Knit 2 2. Slip both stitches back to left needle 3. Knit two together 4. Knit 1 Repeat Steps 2-4 across all stitches, until just one ...",FxD-OJAk9-8
1086,How to Read a Cable Knitting Chart,"Learn how to read a cable knitting chart with Planet Purl's how-to video, taught by Beth Moriarty, author of ""Deep South Knitting.""",62ZiUIguofg
1087,Knitting Pattern for Gents Sweater,In this Knitting video I will show you a beautiful sweater design.You can apply this pattern on Gents Sweater & Baby sweater also. Link to my...,7cDergxnzrg
1088,Double Sided Knitting,www.joannesweb.com Learn to knit double sided knits with two different color yarns. You can also create your our reversible designs!,JroP84tUmJA
1089,Finger Knitting Bunny DIY - No Sew Knitted Bunny How To,I do hope you have enjoyed our how to finger knit videos to date!! We love finger knitting and are always looking to create new finger knitting projects... like ...,lPnZggp_RDU
1090,"Cosy & Soft Knitting Pattern for Baby Set, Hoodie, Jacket, Coat, Gents' Pullovers/Sweaters.Hindi/Eng","Very beautiful pattern, commonly used in kid's wear and mens' wear. Done in 4 rows n 2 STS. So very very simple and easy. Happy Knitting all the lovely ...",9-ajjX3FXQY
1091,Knitting Tutorial - Bauhaus Mitered Shawl,In this episode I will present our new SKEINO Bauhaus Mitered Shawl. It is easy to knit and the design is inspired by the Bauhaus School of Design. Enjoy!,sXT9LArw484
1092,How to Knit the Bee Stitch - EASY,"In this video I show you how to knit the Bee Stitch, This stitch is in the brioche family, but no need to be intimidated by that. This stitch would make a perfect ...",Rx6EPOFV4U4
1093,"New Knitting Products Roundup, Part I","With so many new knitting products on the market, this video is Part I of a two-part series introducing some of these new products. Part II of this video can be ...",cI-myW20jyc
1094,Let's Knit: How to Knit a Dishcloth,"Learn the basics of knitting with this simple pattern called the Basic Dishcloth. It is simple and using only the Garter Stitch as the technique. In other words, it's ...",et2QTzNymss
1095,How to Knit a Double Gradient Boomerang Shawl - Free Knitting Pattern by Yay For Yarn,"Free Pattern! The Double Gradient Boomerang Shawl combines two different gradient or self striping yarns. This shawl can be made in any size, with any ...",O3pk7mxruJY
1096,How to Knit Elizabeth Zimmerman's Sewn Bind Off,For written instructions and photos please visit: http://newstitchaday.com/elizabeth-zimmermans-sewn-bind-off/ This video knitting tutorial will help you learn how ...,DM40GtSq6aU
1097,Knitting Design no #171,बहुत ही खूबसूरत डिज़ाइन। A very beautiful design for you in easy Hindi Knitting. https://www.facebook.com/ritucreationsindia ...,ujMTf_cH_CY
1098,How to Knit the Estonian Cast On (English Style),For written instructions and photos please visit: http://newstitchaday.com/how-to-knit-the-Estonian-cast-on/ This video knitting tutorial will help you learn how to ...,xc_4ohrAzP8
1099,2-Color Stranded Knitting –The Knit Side,Understand stranded knitting and how it's made. How is it different from intarsia? How is it different from Fair Isle Knitting? Part 2 of a 4-part tutorial where you ...,FfZOtYYmQv8
1100,15 best lettering calligraphy using a marker pen in pencil,15 best lettering calligraphy using a marker pen in pencil Subscribe to the MERRY-TV channel https://www.youtube.com/c/MERRYTV Подпишись на канал ...,pIxqw2WSGRI
1101,SATISFYING CALLIGRAPHY VIDEO COMPILATION ( The Best Calligraphers ),Here you have a compilation of good calligraphy videos CREDIT TO: @SebLester (www.seblester.com) @noahcampdesign (www.noahcampdesign) ...,Aq9uF6-Q4gU
1102,Amazing calligraphy lettering with the help of a brush gel pen and marker,Amazing calligraphy lettering with the help of a brush gel pen and marker Subscribe to the Creativ Empire channel ...,mqFHqTSnuww
1103,How To: Calligraphy & Hand Lettering for Beginners! Easy Ways to Change Up Your Writing Style!,S U B S C R I B E  http://bit.ly/2cO2fGA ⊸ S H O P  M E R C H https://nataliesoutlet.shop/ ⊸ L A S T  V I D E O https://bit.ly/2ouhXcE ...,Jzlx9TMCsVA
1104,I TRY CALLIGRAPHY - This is SO Much Harder Than it Looks!!,Get 2 months PREMIUM Skillshare Membership for FREE! (Sponsored): https://skl.sh/jazza11 Classes I Followed: Calligraphy for Beginners 1 – The ...,RP5mGspH7_k
1105,9 Calligraphers Who Take Lettering To The Next Level,"From DIY wedding decorations to embossing, these nine calligraphers are elevating the lettering game. For more information on the calligraphers (featured in ...",FQZvXkLdRC8
1106,Best calligraphy lettering with a marker pen,Best calligraphy lettering with a marker pen selection Subscribe to the Creativ Empire channel https://www.youtube.com/channel/UCacugnsO5p-5IfBXCKfXEVA ...,E2FtYqibvc4
1107,How To: Calligraphy & Hand Lettering for Beginners! Tutorial + Tips!,Today I'm showing you guys the basics of modern calligraphy and hand lettering! Make sure to subscribe and turn on notifications so you never miss a new ...,sBoVGqiSzr4
1108,The best calligraphy lettering using a marker pen pencil,The best calligraphy lettering using a marker pen pencil Subscribe to the MERRY-TV channel https://www.youtube.com/c/MERRYTV Подпишись на канал ...,ZD8t7vS6w9E
1109,SATISFYING CALLIGRAPHY VIDEO COMPILATION ( The Best of Seb Lester & others ),SATISFYING CALLIGRAPHY VIDEO COMPILATION ( The Best of Seb Lester & others ) Credit: https://www.instagram.com/betsysueletters/. Subscribe: DIY ...,PdriLuhIScI
1110,The best calligraphy and lettering with a marker and pen,The best calligraphy and lettering with a marker and pen Subscribe to the MERRY-TV channel https://www.youtube.com/c/MERRYTV Подпишись на канал ...,k3QXNadfI9o
1111,amazing calligraphy lettering SATISFYING ART VIDEO,amazing calligraphy lettering SATISFYING ART VIDEO Subscribe to the Creativ Empire channel ...,59XjWjafYBM
1112,AMAZING CALLIGRAPHY DRAWINGS - FAMOUS BRANDS LOGOS 2018,Find the pen here - https://amzn.to/2wjRRig Find some calligraphy tutorial books here - Beginner - Beginner - https://amzn.to/2w1E5Bd Or ...,SK1ZqftWtBw
1113,BROAD EDGE MODERN CALLIGRAPHY COMPILATION #1,BROAD EDGE MODERN CALLIGRAPHY COMPILATION #1 JOIN THE #CALLIGRAFREAKS - https://goo.gl/t5DLZ1 Tools used in the video: Straight Pen Holder ...,AatKSMTUbks
1114,Beautiful Handwriting with Fountain Pen | Fountain Pen Calligraphy,Beautiful Handwriting with Fountain Pen | Fountain Pen Calligraphy Compilation What's your favourite brand of Fountain Pen? JOIN THE #CALLIGRAFREAKS ...,rZIysJjBWHY
1115,Review: Pilot Parallel Pen: The Budget Calligraphy Pen,"These are some of the more affordable affordable pens. They are colourful, durable and easy to maintain. Text review: ...",tz5sEiQ5Xj4
1116,Calligraphy With School Supplies,Resources ⋅ Beginner's guide to brush lettering ...,WYPyssrYeoA
1117,"How To Do Crayola Calligraphy - Tips, Tricks and My Hacks for Beginners",Hey all! This was a fun one to make. I love Crayola markers and give you my tips and tricks on doing calligraphy with these inexpensive pens. It takes practice ...,38r7hjYK9vI
1118,5 Days of Calligraphy Hand Lettering | Try Living With Lucie | Refinery29,"This week on Try Living With Lucie, Our host, Lucie Fink tries out 5 days of calligraphy. From experimenting with different styles, to trying innovative pens, Lucie ...",HDJYRLqTUjo
1119,The Most Amazing Art Video 🌹 Best Calligraphy Lettering Watercolor painting! Satisfying art video,art #artvideo #amazing #watercolor #satisfafying #drawing #howtodraw #calligraphy #lettering #painting #modernworld The Most Amazing Art Video Best ...,MWqP2yUFkyk
1120,Best calligraphy lettering with a marker pen selection,Best calligraphy lettering with a marker pen selection Subscribe to the MERRY-TV channel https://www.youtube.com/c/MERRYTV Подпишись на канал ...,zCPnejbhHbM
1121,The BEST CALLIGRAPHY Compilation of 2017!,Something new on this channel - Calligraphy! I've collected a few videos from amazing people of Instagram and threw them together in a amazing compilation- ...,9njrcUJFMM0
1122,how to write in calligraphy for beginners | easy way,"Hello my friends =) Today I want to show you how to write in calligraphy. It´s an easy way for beginners. Materials: Zebra G nib, black and pink ink (Dr. Ph.",GC2Ra2-JvyA
1123,Best Calligraphy & Lettering Watercolor painting 💙Most Amazing Art Video 2018! Satisfying Art video,art #artvideo #amazing #watercolor #satisfafying #drawing #howtodraw #calligraphy #lettering #painting #modernworld Best Calligraphy & Lettering Watercolor ...,O4X7Q-4kpP0
1124,The Most Satisfying Art Video 2018 #16 😍🦋🌈 Calligraphy Lettering Video! People are awesome 2018,art #artvideo #amazing #satisfafying #drawing #howtodraw #watercolor #calligraphy #lettering #painting #modernworld The Most Satisfying Art Video 2018!,w-qf4xpbluo
1125,the best calligraphy lettering and drawing with watercolor лучше каллиграфия  леттеринг и рисования,the best calligraphy lettering and drawing with watercolor лучше каллиграфия леттеринг и рисования акварелью Subscribe to the MERRY-TV channel...,uAUP2f714oE
1126,Oddly Satisfying Turkish Ornamental Calligraphy,Oddly Satisfying Turkish Ornamental Calligraphy x Muhammed Basdag JOIN the #Calligrafreaks - https://goo.gl/t5DLZ1 Follow Muhammd Basdag Calligraphy: ...,UitGX4W562w
1127,"SATISFYING CALLIGRAPHY VIDEO | Drawings, Paintings & Calligraphy","CRAZY SATISFYING CALLIGRAPHY VIDEO | Drawings, Paintings & Calligraphy We are back with another colorful calligraphy video! Enjoy the satisfying video ...",Q5ABL8IarE8
1128,Handwriting with a GLASS PEN,"Calligraphy with a GLASS PEN | Calligraphy for beginners, Handwriting with glass pen - Tutorial by Paul Antonio GET YOUR GLASS PEN: https://goo.gl/jYfvoM ...",stSLywpOQX0
1129,SATISFYING CALLIGRAPHY VIDEO COMPILATION! #3,SATISFYING CALLIGRAPHY VIDEO COMPILATION! Subscribe! Support The Artist: https://www.instagram.com/connie.rie/ Music: ...,k7NuNpGnbV0
1130,Super Satisfying Calligraphy,"Some people asked about the pens used, so here's a few to get your guys started: http://amzn.to/1Sr1dJt http://oddlysatisfyingtv.com/ Don't forget to Subscribe ...",z_lIU6YuHqw
1131,SATISFYING CALLIGRAPHY VIDEO COMPILATION ( The Best Brush Pen Calligraphy ),SUPER SATISFYING CALLIGRAPHY VIDEO COMPILATION ( The Best Brush Pen Calligraphy ) Featured artist writing Calligraphy with brush pen: @AZAM.,W0ntt3A8gyw
1132,[효니월드] 드라마 제목 & 명대사 캘리그라피 쓰기 🖋 | Calligraphy K-drama titles and Quotes,업로드 핵느려서 일단 게시 해두고 피곤해서 먼저 자는 영상...   과연 몇시에 업로드될것인가.. (내일 아침까지 안올라갈 기세  ) 사용한 펜들  ...,VxNp_B3iwnM
